id,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,pool_qc,fence,misc_feature,sale_type,saleprice
1054,RL,67.0,14948,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,268.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1330.0,Unf,1452.0,GasA,Ex,Y,SBrkr,1476,2713,1.0,2,1,Ex,11,Typ,1,Gd,Attchd,Fin,3.0,858.0,TA,TA,Y,126,66,No Pool,No Fence,No Misc Feature,New,446261
2850,RL,43.0,7000,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,1926,1997,Gable,CompShg,Wd Sdng,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,424.0,Unf,624.0,GasA,Ex,Y,SBrkr,743,1479,1.0,1,0,Gd,6,Typ,2,Gd,Detchd,Unf,1.0,312.0,TA,TA,Y,530,0,No Pool,MnPrv,No Misc Feature,WD ,160000
1082,RM,43.0,3940,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,24.0,Gd,TA,PConc,Gd,TA,No,GLQ,1087.0,Unf,1393.0,GasA,Ex,Y,SBrkr,1576,1576,1.0,2,0,Gd,7,Typ,1,TA,Attchd,RFn,3.0,668.0,TA,TA,Y,143,20,No Pool,No Fence,No Misc Feature,WD ,219990
1440,RL,93.0,9382,Pave,No Alley,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1468.0,GasA,Ex,Y,SBrkr,1479,1479,0.0,2,0,Gd,6,Typ,0,No Fireplace,Attchd,RFn,2.0,577.0,TA,TA,Y,120,25,No Pool,No Fence,No Misc Feature,WD ,191000
2006,RL,55.0,6854,Pave,No Alley,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,5,1925,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,LwQ,317.0,Rec,756.0,GasA,TA,N,FuseA,916,1060,1.0,1,0,TA,6,Mod,1,Gd,Detchd,Unf,1.0,308.0,Fa,TA,Y,0,65,No Pool,No Fence,No Misc Feature,WD ,136500
2082,RL,60.0,11515,Pave,No Alley,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,1958,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,No Basement,No Basement,No Basement,No Basement,0.0,No Basement,0.0,GasA,TA,N,SBrkr,943,943,0.0,1,0,Gd,5,Min2,0,No Fireplace,Detchd,Unf,1.0,308.0,TA,TA,N,0,0,No Pool,No Fence,No Misc Feature,WD ,80000
2344,RL,60.0,13837,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,7,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,178.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,1002.0,LwQ,1204.0,GasA,Gd,Y,SBrkr,1377,2183,0.0,2,1,Gd,9,Typ,0,No Fireplace,Attchd,Unf,3.0,786.0,TA,TA,Y,0,0,No Pool,No Fence,No Misc Feature,WD ,229000
248,RL,80.0,9938,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,750.0,Unf,1050.0,GasA,Ex,Y,SBrkr,1062,1949,1.0,2,1,Gd,8,Typ,1,TA,Attchd,Fin,2.0,574.0,TA,TA,Y,156,90,No Pool,GdPrv,No Misc Feature,WD ,236000
2276,RL,85.0,12633,Pave,No Alley,IR1,HLS,AllPub,Inside,Gtl,Timber,PosA,PosA,1Fam,1Story,10,2006,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,242.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,1824.0,GasA,Ex,Y,SBrkr,1824,1824,0.0,2,0,Ex,8,Typ,1,Gd,Attchd,Fin,3.0,932.0,TA,TA,Y,160,36,No Pool,No Fence,No Misc Feature,New,392000
755,RM,57.0,6876,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,1927,1950,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,Fa,No,BLQ,522.0,Unf,720.0,GasA,Fa,Y,SBrkr,1146,1930,1.0,2,0,TA,8,Typ,0,No Fireplace,Attchd,Unf,1.0,316.0,TA,TA,Y,0,0,No Pool,MnPrv,No Misc Feature,WD ,149000
1178,FV,36.0,3951,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,10,1998,1999,Gable,CompShg,BrkFace,MetalSd,None,0.0,Ex,TA,PConc,Gd,TA,Mn,BLQ,128.0,GLQ,970.0,GasA,Ex,Y,SBrkr,1469,2393,1.0,2,1,Ex,7,Typ,1,TA,Attchd,Fin,2.0,846.0,TA,TA,Y,0,90,No Pool,No Fence,No Misc Feature,WD ,345000
2636,RM,62.0,9856,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,1900,2005,Hip,CompShg,CemntBd,CmentBd,None,0.0,Gd,Gd,PConc,Fa,TA,No,Unf,0.0,Unf,716.0,GasA,Ex,Y,FuseA,1007,2014,0.0,2,0,TA,8,Typ,0,No Fireplace,Detchd,Unf,2.0,624.0,TA,TA,Y,0,72,No Pool,No Fence,No Misc Feature,WD ,169000
2077,RL,84.0,17808,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,4,1946,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,484.0,GasA,TA,N,SBrkr,1242,1242,0.0,1,0,TA,4,Mod,0,No Fireplace,Attchd,Unf,1.0,336.0,TA,TA,N,0,0,No Pool,No Fence,No Misc Feature,WD ,109900
2930,RL,74.0,9627,Pave,No Alley,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,7,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,94.0,TA,TA,PConc,Gd,TA,Av,LwQ,758.0,Unf,996.0,GasA,Ex,Y,SBrkr,996,2000,0.0,2,1,TA,9,Typ,1,TA,Attchd,Fin,3.0,650.0,TA,TA,Y,190,48,No Pool,No Fence,No Misc Feature,WD ,188000
737,RM,50.0,6000,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,780.0,GasA,Ex,Y,FuseF,825,1412,0.0,1,0,TA,6,Typ,1,Gd,Detchd,Unf,1.0,280.0,TA,TA,Y,45,0,No Pool,No Fence,No Misc Feature,WD ,132500
837,RL,65.0,9757,Pave,No Alley,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,ALQ,755.0,Unf,990.0,GasA,Ex,Y,SBrkr,990,990,1.0,1,0,TA,5,Typ,0,No Fireplace,Attchd,RFn,1.0,440.0,TA,TA,Y,66,0,No Pool,No Fence,No Misc Feature,WD ,143000
2086,RL,58.0,9280,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,ALQ,557.0,Unf,1342.0,GasA,Ex,Y,SBrkr,1342,1342,1.0,1,0,TA,7,Typ,0,No Fireplace,Detchd,Unf,1.0,256.0,TA,TA,Y,0,0,No Pool,No Fence,No Misc Feature,WD ,125000
2385,RL,120.0,14780,Pave,No Alley,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,568.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1505.0,Unf,1868.0,GasA,Ex,Y,SBrkr,1868,1868,1.0,2,0,Ex,7,Typ,1,Gd,Attchd,Fin,3.0,1085.0,TA,TA,Y,354,56,No Pool,No Fence,No Misc Feature,WD ,415000
189,RM,60.0,7740,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,622.0,GasA,Gd,Y,SBrkr,741,1363,0.0,1,0,TA,6,Typ,0,No Fireplace,Detchd,Unf,2.0,528.0,TA,TA,Y,0,0,No Pool,No Fence,No Misc Feature,WD ,125500
635,RL,80.0,9600,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,TA,TA,CBlock,TA,TA,No,Rec,620.0,LwQ,1240.0,GasA,Gd,Y,SBrkr,1632,1632,1.0,2,0,TA,6,Min1,1,Gd,Attchd,RFn,1.0,338.0,TA,TA,Y,289,0,No Pool,MnPrv,No Misc Feature,WD ,139000
432,RL,97.0,13478,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,2008,2008,Gable,CompShg,CemntBd,CmentBd,Stone,420.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1338.0,Unf,1722.0,GasA,Ex,Y,SBrkr,1728,2296,1.0,2,1,Ex,10,Typ,1,Gd,BuiltIn,RFn,3.0,842.0,TA,TA,Y,382,274,No Pool,No Fence,No Misc Feature,ConLI,451950
900,RL,65.0,10926,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,1959,1959,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1678.0,GasA,TA,Y,SBrkr,1678,1678,0.0,2,0,TA,10,Typ,0,No Fireplace,No Garage,No Garage,0.0,0.0,No Garage,No Garage,Y,0,0,No Pool,No Fence,No Misc Feature,WD ,119900
966,RL,75.0,6853,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,Gd,TA,PConc,Ex,TA,No,GLQ,1005.0,Unf,1267.0,GasA,Ex,Y,SBrkr,1296,1296,1.0,2,0,Gd,6,Typ,0,No Fireplace,Attchd,Fin,2.0,471.0,TA,TA,Y,192,25,No Pool,No Fence,No Misc Feature,WD ,220000
1612,RL,85.0,10667,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1971,1971,Gable,CompShg,MetalSd,MetalSd,BrkFace,302.0,TA,TA,CBlock,TA,TA,No,BLQ,838.0,Unf,1587.0,GasA,TA,Y,SBrkr,1587,1587,0.0,2,0,TA,7,Typ,1,Gd,Attchd,Unf,2.0,525.0,TA,TA,Y,0,44,No Pool,No Fence,No Misc Feature,WD ,167300
904,RL,45.0,8212,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,626.0,Unf,720.0,GasA,Ex,Y,SBrkr,854,1298,0.0,1,0,TA,6,Typ,2,Gd,Detchd,Unf,1.0,256.0,TA,TA,Y,84,0,No Pool,No Fence,No Misc Feature,WD ,122000
2487,RM,70.0,9100,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,TA,TA,CBlock,TA,TA,No,Rec,1332.0,Unf,1728.0,GasA,TA,Y,SBrkr,1728,1728,1.0,2,0,TA,10,Typ,0,No Fireplace,Detchd,Unf,2.0,504.0,TA,TA,Y,0,0,No Pool,No Fence,No Misc Feature,ConLI,125000
1304,RM,50.0,6000,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,1957,1957,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,308.0,Unf,928.0,GasA,Gd,Y,FuseA,928,928,0.0,1,0,TA,5,Typ,0,No Fireplace,Attchd,Fin,1.0,288.0,TA,TA,Y,0,0,No Pool,No Fence,No Misc Feature,WD ,112500
2112,RL,78.0,9316,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,879.0,GasA,Ex,Y,SBrkr,879,1795,0.0,2,1,Gd,7,Typ,0,No Fireplace,Attchd,RFn,2.0,578.0,TA,TA,Y,164,111,No Pool,No Fence,No Misc Feature,WD ,191000
1244,RL,75.0,9464,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,BrkFace,135.0,TA,Gd,CBlock,TA,TA,No,BLQ,570.0,Unf,1080.0,GasA,Gd,Y,SBrkr,1080,1080,0.0,1,0,TA,5,Typ,0,No Fireplace,Attchd,Unf,1.0,288.0,TA,TA,Y,0,0,No Pool,No Fence,No Misc Feature,WD ,136000
843,RL,80.0,10400,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,866.0,GasA,Ex,Y,SBrkr,866,1779,0.0,2,1,Gd,6,Typ,0,No Fireplace,Attchd,RFn,2.0,546.0,TA,TA,Y,198,36,No Pool,No Fence,No Misc Feature,WD ,197900
2689,RM,59.0,5310,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,1910,2003,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Fa,No,Unf,0.0,Unf,485.0,GasA,Gd,Y,SBrkr,1001,1635,0.0,1,0,Gd,5,Typ,0,No Fireplace,Attchd,Unf,1.0,255.0,Fa,TA,Y,394,0,No Pool,No Fence,No Misc Feature,WD ,117000
2753,RL,64.0,7406,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,84.0,Gd,TA,PConc,Gd,TA,Av,GLQ,684.0,Unf,1199.0,GasA,Ex,Y,SBrkr,1220,1220,1.0,2,0,Gd,6,Typ,0,No Fireplace,Attchd,RFn,2.0,632.0,TA,TA,Y,105,54,No Pool,No Fence,No Misc Feature,New,194000
1169,FV,43.0,4538,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,179.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1004.0,Unf,1310.0,GasA,Ex,Y,SBrkr,1310,1310,1.0,1,1,Gd,5,Typ,1,TA,Attchd,RFn,2.0,545.0,TA,TA,Y,277,45,No Pool,No Fence,No Misc Feature,WD ,285000
1376,RL,62.0,10106,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,5,1940,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,351.0,Rec,644.0,GasA,Gd,Y,SBrkr,808,1355,1.0,2,0,TA,6,Typ,0,No Fireplace,No Garage,No Garage,0.0,0.0,No Garage,No Garage,Y,140,0,No Pool,No Fence,No Misc Feature,WD ,127500
2503,RL,75.0,13346,Pave,No Alley,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,1992,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,728.0,Unf,1095.0,GasA,Ex,Y,SBrkr,1166,2295,1.0,2,1,Gd,9,Typ,1,TA,Attchd,RFn,2.0,590.0,TA,TA,Y,0,40,No Pool,No Fence,No Misc Feature,WD ,268000
1987,RM,57.0,9639,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,4,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,1075.0,GasA,Ex,Y,SBrkr,1156,1798,0.0,2,1,TA,7,Typ,0,No Fireplace,Detchd,Unf,2.0,342.0,TA,TA,N,0,0,No Pool,MnPrv,No Misc Feature,WD ,137000
1190,RL,75.0,15387,Pave,No Alley,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,1967,1967,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,603.0,BLQ,1620.0,GasA,Ex,Y,SBrkr,1620,1620,0.0,2,0,Gd,8,Typ,1,Gd,Attchd,Unf,2.0,578.0,TA,TA,Y,0,62,No Pool,No Fence,Shed,WD ,215000
1930,RL,75.0,10050,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1955,1955,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,288.0,Unf,1216.0,GasA,TA,Y,SBrkr,1216,1216,1.0,1,0,TA,5,Typ,0,No Fireplace,Attchd,RFn,1.0,336.0,TA,TA,Y,0,0,No Pool,No Fence,No Misc Feature,WD ,129500
2677,RM,60.0,6240,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,896.0,GasA,Gd,Y,FuseA,896,1344,0.0,1,0,TA,7,Typ,0,No Fireplace,Detchd,Unf,1.0,240.0,Fa,TA,Y,200,114,No Pool,No Fence,No Misc Feature,WD ,115000
1256,RL,45.0,7506,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,1925,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,747.0,GasA,TA,Y,SBrkr,747,1159,0.0,1,0,TA,5,Typ,0,No Fireplace,Detchd,Unf,1.0,288.0,Fa,TA,N,84,0,No Pool,No Fence,No Misc Feature,WD ,114000
2484,RH,75.0,8900,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,1056.0,Unf,1056.0,GasA,TA,Y,SBrkr,1056,1056,1.0,1,0,TA,5,Typ,0,No Fireplace,Detchd,Unf,1.0,384.0,TA,TA,Y,0,42,No Pool,MnPrv,No Misc Feature,WD ,107000
1253,RL,80.0,8480,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,1947,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,442.0,Unf,832.0,GasA,TA,Y,SBrkr,832,1216,0.0,1,0,TA,6,Typ,0,No Fireplace,Detchd,Unf,1.0,336.0,TA,TA,Y,158,0,No Pool,No Fence,No Misc Feature,COD,118500
1337,RM,50.0,6000,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1929,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,862.0,GasA,TA,Y,SBrkr,950,1158,0.0,1,0,TA,5,Typ,1,Gd,BuiltIn,RFn,1.0,208.0,TA,TA,Y,0,0,No Pool,No Fence,No Misc Feature,WD ,120000
1788,RL,74.0,8847,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,148.0,Gd,TA,PConc,Gd,TA,Av,GLQ,769.0,Unf,1538.0,GasA,Ex,Y,SBrkr,1538,1538,1.0,2,0,Gd,7,Typ,0,No Fireplace,Attchd,RFn,2.0,484.0,TA,TA,Y,146,40,No Pool,No Fence,No Misc Feature,WD ,260000
141,RL,75.0,8050,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,150.0,TA,TA,CBlock,TA,TA,No,BLQ,856.0,Rec,1143.0,GasA,TA,Y,SBrkr,1143,1143,1.0,1,0,TA,6,Typ,0,No Fireplace,Attchd,RFn,1.0,308.0,TA,TA,Y,0,0,No Pool,GdPrv,No Misc Feature,WD ,136000
1669,RL,70.0,8294,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,1971,1971,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,858.0,GasA,TA,Y,SBrkr,872,872,0.0,1,0,TA,5,Typ,0,No Fireplace,Detchd,Unf,4.0,480.0,TA,TA,Y,0,0,No Pool,GdWo,No Misc Feature,WD ,123000
1366,RM,60.0,7920,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,319.0,GasA,TA,Y,FuseA,1035,1406,0.0,1,0,Fa,6,Typ,0,No Fireplace,No Garage,No Garage,0.0,0.0,No Garage,No Garage,N,0,144,No Pool,MnPrv,No Misc Feature,WD ,89500
52,RL,100.0,18494,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1324.0,GasA,Ex,Y,SBrkr,1324,1324,0.0,2,0,Gd,6,Typ,0,No Fireplace,Attchd,Fin,2.0,430.0,TA,TA,Y,36,23,No Pool,No Fence,No Misc Feature,WD ,199500
1380,RL,75.0,7162,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,876.0,GasA,TA,Y,SBrkr,904,904,0.0,1,0,TA,6,Typ,0,No Fireplace,Attchd,Unf,1.0,408.0,TA,TA,Y,0,0,No Pool,MnPrv,No Misc Feature,WD ,109900
919,RL,53.0,10918,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,1926,2004,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,1276.0,GasA,Ex,Y,SBrkr,1276,2080,0.0,1,1,Gd,9,Typ,2,Gd,Detchd,Unf,1.0,282.0,TA,TA,Y,0,0,No Pool,MnPrv,No Misc Feature,WD ,234000
2804,RM,37.0,4435,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,662.0,Unf,848.0,GasA,Ex,Y,SBrkr,848,848,1.0,1,0,Gd,3,Typ,1,Gd,Attchd,RFn,2.0,420.0,TA,TA,Y,140,0,No Pool,No Fence,No Misc Feature,WD ,155900
782,RL,60.0,11250,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0.0,Unf,1104.0,GasA,Ex,Y,FuseA,1104,1788,1.0,1,0,TA,8,Min2,2,TA,Attchd,Unf,1.0,304.0,TA,TA,Y,120,0,No Pool,No Fence,No Misc Feature,WD ,161500
956,RL,75.0,14375,Pave,No Alley,IR1,Lvl,NoSeWa,CulDSac,Gtl,Timber,Norm,Norm,1Fam,SLvl,6,1958,1958,Gable,CompShg,HdBoard,HdBoard,BrkFace,541.0,TA,TA,CBlock,TA,TA,No,GLQ,111.0,Rec,819.0,GasA,Gd,Y,FuseA,1344,1344,0.0,1,0,Gd,7,Typ,1,Gd,Basment,RFn,2.0,525.0,TA,TA,Y,0,118,No Pool,No Fence,No Misc Feature,COD,137500
187,RM,100.0,9045,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,TA,TA,Mn,Unf,0.0,Unf,840.0,Grav,Fa,N,FuseF,1128,2256,0.0,2,0,Fa,12,Typ,0,No Fireplace,No Garage,No Garage,0.0,0.0,No Garage,No Garage,N,0,18,No Pool,No Fence,No Misc Feature,WD ,76500
2074,RL,97.0,10029,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,268.0,Gd,TA,PConc,Gd,TA,No,GLQ,831.0,Unf,1151.0,GasA,TA,Y,SBrkr,1164,2060,0.0,2,1,TA,8,Typ,1,TA,Attchd,Unf,2.0,521.0,TA,TA,Y,0,228,No Pool,No Fence,No Misc Feature,WD ,211000
